Inning,Batter_Avg,strike_percentage,At_Bat_Outcome
6,0.271,0.680,hit
6,0.194,0.680,strikeout
6,0.233,0.680,strikeout
6,0.207,0.680,hit
6,0.222,0.680,hit
6,0.170,0.680,hit
7,0.221,0.680,hit
7,0.209,0.680,hit
7,0.213,0.680,hit
8,0.284,0.640,hit
8,0.271,0.640,hit
8,0.194,0.640,hit
8,0.233,0.640,hit
8,0.207,0.640,strikeout
8,0.251,0.590,hit
8,0.222,0.590,hit
8,0.170,0.590,hit
9,0.270,0.570,walk
9,0.248,0.570,hit
9,0.284,0.570,strikeout
9,0.209,0.640,walk
9,0.213,0.640,hit
9,0.251,0.640,hit
9,0.222,0.640,strikeout
1,0.260,0.650,hit
1,0.237,0.650,hit
1,0.272,0.650,hit
1,0.258,0.650,hit
1,0.209,0.620,hit
1,0.222,0.620,hit
1,0.251,0.620,hit
2,0.194,0.650,hit
2,0.155,0.650,hit
2,0.260,0.650,hit
2,0.237,0.650,hit
2,0.272,0.650,strikeout
2,0.213,0.620,strikeout
2,0.238,0.620,strikeout
3,0.221,0.620,hit
3,0.209,0.620,hit
3,0.222,0.620,walk
3,0.251,0.620,hit
4,0.213,0.620,hit
5,0.238,0.620,strikeout
5,0.221,0.620,strikeout
5,0.209,0.620,walk
5,0.222,0.620,strikeout
6,0.251,0.620,hit
6,0.213,0.620,hit
8,0.209,0.690,hit
9,0.205,0.690,hit
9,0.251,0.690,hit
9,0.222,0.610,strikeout
10,0.262,0.680,hit
10,0.267,0.680,strikeout
10,0.244,0.680,hit
10,0.273,0.680,hit
10,0.221,0.610,strikeout
10,0.209,0.610,hit
11,0.211,0.630,hit
11,0.242,0.630,hit
11,0.236,0.630,hit
1,0.294,0.670,strikeout
1,0.236,0.670,hit
1,0.221,0.640,hit
1,0.205,0.640,strikeout
1,0.251,0.640,strikeout
2,0.204,0.670,hit
3,0.000,0.670,hit
3,0.294,0.670,hit
3,0.170,0.640,hit
3,0.209,0.640,walk
3,0.221,0.640,hit
4,0.236,0.670,hit
4,0.204,0.670,hit
4,0.205,0.640,hit
4,0.251,0.640,hit
6,0.000,0.670,strikeout
6,0.294,0.670,strikeout
6,0.236,0.670,hit
6,0.170,0.640,hit
6,0.209,0.640,hit
6,0.221,0.640,hit
6,0.205,0.640,hit
6,0.251,0.640,walk
7,0.204,0.670,hit
7,0.170,0.640,hit
8,0.209,0.640,strikeout
8,0.221,0.640,hit
8,0.205,0.640,hit
9,0.204,0.570,hit
9,0.212,0.570,hit
9,0.251,0.650,hit
10,0.195,0.680,strikeout
10,0.294,0.680,walk
10,0.236,0.680,hit
1,0.209,0.670,hit
1,0.222,0.670,hit
1,0.251,0.670,hit
2,0.170,0.670,hit
3,0.221,0.670,hit
3,0.209,0.670,hit
3,0.222,0.670,strikeout
4,0.251,0.670,hit
5,0.170,0.670,hit
5,0.221,0.670,hit
5,0.209,0.670,hit
5,0.222,0.670,strikeout
5,0.251,0.670,hit
6,0.266,0.680,hit
6,0.232,0.680,hit
6,0.240,0.680,hit
6,0.232,0.680,strikeout
7,0.209,0.650,hit
7,0.222,0.650,strikeout
7,0.251,0.650,hit
9,0.232,0.570,strikeout
9,0.249,0.570,hit
9,0.275,0.570,hit
9,0.250,0.570,hit
9,0.221,0.650,strikeout
9,0.209,0.650,strikeout
10,0.199,0.570,hit
10,0.209,0.570,hit
10,0.266,0.570,hit
1,0.267,0.650,walk
1,0.191,0.650,hit
1,0.273,0.650,strikeout
2,0.262,0.650,hit
2,0.210,0.650,hit
2,0.242,0.650,hit
3,0.211,0.650,hit
3,0.267,0.650,hit
3,0.191,0.650,hit
4,0.273,0.650,hit
4,0.262,0.650,hit
4,0.210,0.650,hit
4,0.242,0.650,hit
5,0.211,0.650,hit
5,0.267,0.650,hit
5,0.191,0.650,hit
5,0.273,0.650,strikeout
5,0.262,0.650,hit
6,0.210,0.650,hit
6,0.242,0.650,hit
6,0.211,0.650,hit
8,0.205,0.690,hit
8,0.251,0.690,strikeout
9,0.170,0.600,strikeout
1,0.276,0.670,hit
1,0.327,0.670,hit
1,0.258,0.670,strikeout
2,0.245,0.670,hit
2,0.262,0.670,strikeout
2,0.266,0.670,strikeout
3,0.276,0.670,strikeout
4,0.276,0.670,hit
4,0.327,0.670,hit
4,0.258,0.670,hit
4,0.245,0.670,hit
4,0.262,0.670,hit
5,0.266,0.670,strikeout
5,0.276,0.670,strikeout
6,0.276,0.670,hit
6,0.327,0.670,hit
6,0.209,0.700,hit
7,0.258,0.670,hit
7,0.245,0.670,hit
7,0.262,0.670,strikeout
7,0.213,0.610,strikeout
7,0.251,0.610,walk
7,0.222,0.610,hit
8,0.266,0.670,walk
8,0.327,0.650,hit
8,0.209,0.610,hit
8,0.213,0.610,strikeout
9,0.276,0.680,hit
1,0.273,0.580,strikeout
1,0.263,0.580,hit
1,0.293,0.580,hit
1,0.262,0.580,hit
2,0.284,0.580,walk
2,0.227,0.580,strikeout
3,0.191,0.580,hit
3,0.273,0.580,hit
3,0.263,0.580,hit
3,0.293,0.580,hit
3,0.262,0.580,hit
4,0.284,0.580,hit
4,0.227,0.580,strikeout
5,0.191,0.580,strikeout
5,0.273,0.580,hit
5,0.263,0.580,hit
5,0.293,0.580,hit
5,0.262,0.580,hit
5,0.284,0.580,hit
6,0.227,0.640,strikeout
6,0.191,0.640,hit
7,0.273,0.640,strikeout
7,0.263,0.640,strikeout
7,0.293,0.650,hit
7,0.170,0.620,strikeout
7,0.213,0.620,hit
7,0.251,0.620,hit
8,0.262,0.650,hit
8,0.284,0.650,hit
8,0.209,0.650,hit
5,0.221,0.630,hit
6,0.213,0.630,walk
6,0.251,0.630,walk
6,0.222,0.700,hit
7,0.327,0.650,hit
7,0.221,0.700,hit
7,0.213,0.700,strikeout
8,0.262,0.650,hit
8,0.245,0.650,hit
8,0.266,0.650,strikeout
8,0.258,0.650,hit
8,0.185,0.650,hit
8,0.251,0.610,hit
8,0.222,0.610,hit
1,0.233,0.600,hit
1,0.284,0.600,hit
2,0.235,0.600,hit
2,0.194,0.600,hit
2,0.271,0.600,hit
2,0.207,0.600,hit
3,0.233,0.600,hit
3,0.284,0.600,hit
3,0.235,0.600,hit
3,0.194,0.600,hit
3,0.271,0.600,hit
4,0.207,0.600,strikeout
4,0.233,0.600,hit
5,0.284,0.600,walk
5,0.235,0.600,hit
5,0.194,0.600,hit
5,0.271,0.600,strikeout
5,0.248,0.590,hit
5,0.254,0.590,hit
5,0.217,0.590,strikeout
6,0.207,0.600,hit
7,0.270,0.610,hit
7,0.284,0.610,hit
8,0.194,0.650,hit
8,0.271,0.650,hit
8,0.248,0.690,hit
8,0.254,0.690,hit
8,0.217,0.690,strikeout
9,0.224,0.640,hit
9,0.263,0.640,strikeout
10,0.284,0.630,hit
10,0.194,0.630,hit
10,0.271,0.630,hit
1,0.311,0.610,strikeout
1,0.293,0.610,strikeout
2,0.262,0.610,hit
2,0.284,0.610,hit
3,0.227,0.610,strikeout
3,0.278,0.610,hit
3,0.191,0.610,strikeout
4,0.311,0.610,hit
4,0.293,0.610,hit
4,0.262,0.610,hit
4,0.284,0.610,strikeout
5,0.227,0.610,hit
5,0.278,0.610,hit
5,0.191,0.610,hit
5,0.311,0.610,walk
5,0.293,0.650,hit
5,0.262,0.650,hit
6,0.284,0.650,hit
6,0.227,0.650,hit
6,0.278,0.650,hit
6,0.191,0.650,strikeout
9,0.222,0.630,hit
9,0.251,0.630,strikeout
9,0.225,0.630,strikeout
1,0.221,0.640,walk
1,0.213,0.640,walk
1,0.225,0.640,hit
1,0.251,0.640,hit
3,0.221,0.640,hit
3,0.213,0.640,hit
3,0.225,0.640,hit
3,0.251,0.640,hit
4,0.221,0.670,strikeout
4,0.213,0.670,hit
5,0.225,0.670,hit
5,0.251,0.670,hit
6,0.264,0.680,hit
6,0.240,0.680,hit
7,0.221,0.640,hit
7,0.213,0.640,walk
7,0.225,0.640,walk
7,0.251,0.640,strikeout
8,0.250,0.630,strikeout
9,0.264,0.520,strikeout
9,0.258,0.520,strikeout
9,0.250,0.520,walk
9,0.306,0.520,hit
9,0.240,0.520,hit
9,0.263,0.660,strikeout
9,0.224,0.660,hit
9,0.253,0.660,hit
1,0.266,0.580,hit
1,0.250,0.580,hit
1,0.275,0.580,hit
2,0.199,0.580,hit
2,0.232,0.580,strikeout
2,0.130,0.580,walk
2,0.444,0.580,strikeout
3,0.240,0.580,hit
3,0.266,0.580,hit
4,0.250,0.580,hit
4,0.275,0.580,strikeout
4,0.199,0.580,hit
5,0.232,0.580,strikeout
5,0.130,0.580,strikeout
5,0.444,0.580,hit
6,0.240,0.580,hit
6,0.266,0.580,hit
7,0.207,0.580,strikeout
7,0.275,0.580,hit
7,0.199,0.580,walk
7,0.232,0.580,strikeout
7,0.222,0.650,hit
7,0.238,0.650,strikeout
8,0.130,0.580,hit
8,0.444,0.580,hit
8,0.240,0.580,hit
8,0.266,0.580,hit
9,0.444,0.680,walk
9,0.240,0.680,hit
1,0.170,0.660,hit
1,0.213,0.660,strikeout
1,0.225,0.660,hit
2,0.251,0.660,walk
3,0.221,0.660,hit
3,0.238,0.660,hit
3,0.170,0.660,hit
3,0.213,0.660,strikeout
4,0.225,0.660,hit
4,0.251,0.660,hit
5,0.221,0.660,hit
5,0.238,0.660,hit
6,0.170,0.660,hit
6,0.213,0.660,hit
6,0.225,0.660,hit
7,0.250,0.640,hit
7,0.275,0.640,hit
7,0.199,0.640,hit
7,0.232,0.640,hit
7,0.207,0.640,strikeout
7,0.251,0.660,hit
7,0.221,0.660,hit
7,0.238,0.660,hit
8,0.170,0.650,hit
8,0.213,0.650,strikeout
8,0.225,0.650,hit
1,0.272,0.580,hit
1,0.262,0.580,hit
1,0.276,0.580,strikeout
1,0.255,0.580,hit
1,0.235,0.580,strikeout
1,0.240,0.580,hit
2,0.220,0.580,hit
2,0.277,0.580,hit
2,0.272,0.580,strikeout
2,0.262,0.580,hit
2,0.276,0.580,strikeout
3,0.255,0.580,hit
3,0.235,0.580,walk
3,0.240,0.580,hit
4,0.220,0.580,hit
4,0.277,0.580,hit
4,0.272,0.580,hit
4,0.262,0.580,hit
5,0.276,0.580,hit
5,0.255,0.580,hit
5,0.235,0.580,hit
5,0.240,0.580,walk
5,0.220,0.580,hit
5,0.277,0.580,hit
6,0.272,0.640,hit
6,0.262,0.640,hit
6,0.276,0.640,hit
6,0.255,0.640,walk
6,0.235,0.640,hit
6,0.251,0.550,hit
6,0.209,0.550,walk
6,0.222,0.550,strikeout
6,0.170,0.550,strikeout
7,0.240,0.640,hit
7,0.220,0.640,strikeout
8,0.277,0.640,hit
8,0.272,0.640,hit
8,0.262,0.640,hit
8,0.209,0.690,hit
9,0.222,0.690,walk
1,0.295,0.610,hit
1,0.262,0.610,hit
1,0.271,0.610,strikeout
1,0.209,0.650,hit
1,0.213,0.650,strikeout
2,0.271,0.610,hit
2,0.285,0.610,hit
2,0.264,0.610,hit
2,0.222,0.650,strikeout
2,0.251,0.650,strikeout
3,0.203,0.610,hit
3,0.223,0.610,hit
3,0.295,0.610,strikeout
3,0.262,0.610,strikeout
3,0.271,0.610,hit
3,0.271,0.610,hit
3,0.238,0.650,strikeout
3,0.209,0.650,hit
4,0.285,0.610,walk
4,0.264,0.610,hit
4,0.203,0.610,hit
4,0.223,0.610,hit
4,0.213,0.650,hit
4,0.222,0.650,hit
5,0.295,0.610,hit
5,0.262,0.610,hit
5,0.251,0.650,strikeout
6,0.203,0.680,strikeout
6,0.223,0.680,hit
6,0.238,0.650,walk
6,0.209,0.650,hit
6,0.213,0.650,hit
7,0.222,0.650,hit
7,0.251,0.650,strikeout
8,0.238,0.630,strikeout
8,0.209,0.630,hit
8,0.213,0.630,hit
1,0.311,0.670,hit
1,0.284,0.670,hit
1,0.262,0.670,hit
1,0.293,0.670,hit
1,0.209,0.640,hit
1,0.213,0.640,strikeout
2,0.263,0.670,hit
2,0.273,0.670,strikeout
2,0.278,0.670,walk
2,0.191,0.670,hit
2,0.222,0.640,strikeout
2,0.225,0.640,strikeout
3,0.311,0.670,hit
3,0.284,0.670,walk
3,0.262,0.670,hit
3,0.293,0.670,hit
3,0.263,0.670,hit
3,0.185,0.640,walk
3,0.238,0.640,hit
3,0.209,0.640,hit
4,0.273,0.670,hit
4,0.278,0.670,hit
4,0.191,0.670,hit
4,0.311,0.670,hit
4,0.213,0.640,hit
4,0.222,0.640,hit
5,0.284,0.670,hit
5,0.262,0.670,hit
5,0.293,0.670,hit
5,0.225,0.640,hit
6,0.263,0.670,strikeout
6,0.273,0.670,hit
6,0.185,0.640,hit
6,0.238,0.640,strikeout
6,0.209,0.640,hit
7,0.284,0.680,hit
7,0.213,0.640,hit
7,0.222,0.640,strikeout
7,0.225,0.640,hit
8,0.262,0.680,hit
8,0.293,0.680,hit
8,0.263,0.680,hit
8,0.273,0.570,hit
8,0.185,0.620,strikeout
8,0.238,0.620,hit
8,0.209,0.620,hit
9,0.278,0.570,hit
9,0.311,0.570,walk
9,0.284,0.570,strikeout
9,0.262,0.570,walk
9,0.213,0.670,hit
9,0.222,0.670,strikeout
9,0.225,0.670,hit
1,0.272,0.670,hit
1,0.262,0.670,hit
1,0.276,0.670,hit
1,0.209,0.550,hit
1,0.222,0.550,hit
1,0.213,0.550,hit
2,0.255,0.670,hit
2,0.249,0.670,walk
2,0.220,0.670,strikeout
2,0.261,0.670,hit
2,0.225,0.550,strikeout
3,0.277,0.670,hit
3,0.272,0.670,walk
3,0.262,0.670,strikeout
3,0.276,0.670,strikeout
3,0.255,0.670,hit
3,0.170,0.550,hit
4,0.249,0.670,hit
4,0.220,0.670,strikeout
4,0.261,0.670,hit
4,0.209,0.550,hit
4,0.222,0.550,hit
4,0.213,0.550,hit
5,0.277,0.670,hit
5,0.272,0.670,hit
5,0.262,0.670,hit
5,0.225,0.550,hit
6,0.276,0.670,strikeout
6,0.255,0.670,strikeout
6,0.170,0.550,hit
6,0.209,0.550,walk
6,0.222,0.550,walk
6,0.213,0.550,hit
7,0.249,0.670,hit
7,0.220,0.670,hit
7,0.225,0.550,hit
8,0.170,0.630,hit
8,0.209,0.630,hit
9,0.240,0.680,hit
9,0.277,0.680,hit
9,0.272,0.680,hit
9,0.262,0.680,strikeout
9,0.276,0.570,hit
9,0.255,0.570,strikeout
9,0.222,0.630,strikeout
9,0.213,0.630,hit
6,0.260,0.650,hit
6,0.309,0.650,hit
7,0.238,0.660,hit
8,0.309,0.570,hit
8,0.209,0.660,hit
8,0.225,0.660,strikeout
8,0.213,0.660,strikeout
9,0.211,0.570,hit
9,0.276,0.570,strikeout
9,0.354,0.570,hit
1,0.209,0.650,hit
1,0.213,0.650,hit
1,0.222,0.650,walk
1,0.251,0.650,strikeout
2,0.185,0.650,hit
2,0.238,0.650,hit
2,0.209,0.650,hit
2,0.213,0.650,strikeout
3,0.222,0.650,hit
3,0.251,0.650,hit
4,0.185,0.650,hit
4,0.238,0.650,walk
4,0.209,0.650,hit
4,0.213,0.650,hit
5,0.222,0.650,strikeout
5,0.251,0.650,hit
5,0.185,0.630,hit
5,0.238,0.630,hit
5,0.209,0.630,hit
6,0.213,0.700,walk
6,0.222,0.700,hit
7,0.251,0.700,walk
7,0.185,0.700,strikeout
8,0.258,0.650,hit
8,0.262,0.650,hit
8,0.264,0.650,hit
8,0.209,0.690,hit
8,0.213,0.690,hit
8,0.251,0.690,hit
8,0.185,0.690,hit
9,0.256,0.570,hit
9,0.276,0.570,walk
9,0.327,0.570,hit
9,0.245,0.570,hit
1,0.276,0.580,hit
1,0.327,0.580,hit
1,0.270,0.580,strikeout
1,0.213,0.640,strikeout
2,0.258,0.580,hit
2,0.245,0.580,strikeout
2,0.262,0.580,walk
2,0.264,0.580,walk
2,0.276,0.580,hit
2,0.251,0.640,strikeout
2,0.225,0.640,walk
3,0.327,0.580,hit
3,0.270,0.580,strikeout
3,0.258,0.580,hit
3,0.185,0.640,hit
3,0.238,0.640,hit
3,0.213,0.640,hit
4,0.245,0.580,hit
4,0.262,0.580,strikeout
4,0.251,0.640,hit
4,0.225,0.640,hit
4,0.185,0.640,hit
5,0.264,0.580,strikeout
5,0.276,0.580,hit
5,0.327,0.580,strikeout
5,0.238,0.640,hit
5,0.213,0.640,hit
6,0.270,0.580,hit
6,0.258,0.580,strikeout
6,0.251,0.640,hit
7,0.245,0.580,hit
7,0.262,0.580,strikeout
7,0.264,0.580,hit
7,0.225,0.640,hit
7,0.185,0.640,strikeout
7,0.238,0.640,hit
9,0.262,0.650,hit
9,0.256,0.650,strikeout
9,0.264,0.650,hit
5,0.185,0.670,hit
5,0.238,0.670,strikeout
5,0.209,0.670,hit
6,0.213,0.670,hit
6,0.222,0.670,hit
6,0.251,0.670,hit
7,0.176,0.680,hit
7,0.207,0.680,hit
7,0.255,0.680,hit
7,0.354,0.680,hit
7,0.299,0.680,hit
7,0.185,0.680,strikeout
8,0.238,0.680,hit
8,0.209,0.680,hit
9,0.213,0.610,hit
9,0.222,0.610,strikeout
9,0.251,0.610,hit
1,0.253,0.580,strikeout
1,0.263,0.580,hit
1,0.304,0.580,hit
1,0.236,0.580,hit
1,0.125,0.580,strikeout
1,0.277,0.580,hit
1,0.209,0.620,hit
1,0.213,0.620,hit
1,0.251,0.620,walk
1,0.225,0.620,strikeout
2,0.255,0.580,strikeout
2,0.185,0.620,hit
2,0.238,0.620,strikeout
2,0.209,0.620,hit
3,0.253,0.580,hit
3,0.263,0.580,strikeout
3,0.304,0.580,hit
3,0.236,0.580,strikeout
3,0.125,0.580,hit
3,0.213,0.620,hit
3,0.251,0.620,hit
3,0.225,0.620,hit
4,0.277,0.580,hit
4,0.255,0.580,hit
4,0.185,0.620,hit
4,0.238,0.620,hit
5,0.253,0.580,strikeout
5,0.263,0.580,hit
5,0.304,0.580,hit
5,0.236,0.580,hit
5,0.209,0.620,hit
5,0.213,0.620,hit
5,0.251,0.620,strikeout
6,0.236,0.580,hit
6,0.125,0.580,strikeout
6,0.277,0.580,strikeout
6,0.225,0.620,hit
6,0.185,0.620,strikeout
7,0.238,0.620,walk
7,0.209,0.620,hit
8,0.253,0.570,hit
8,0.263,0.570,hit
8,0.304,0.570,hit
8,0.236,0.570,hit
8,0.125,0.680,hit
1,0.330,0.580,hit
1,0.254,0.580,hit
2,0.231,0.580,strikeout
2,0.264,0.580,hit
3,0.250,0.580,strikeout
3,0.330,0.580,hit
4,0.254,0.580,hit
4,0.231,0.580,hit
4,0.264,0.580,hit
5,0.250,0.580,hit
5,0.330,0.580,hit
6,0.254,0.580,hit
6,0.231,0.580,hit
6,0.264,0.580,hit
7,0.250,0.580,hit
8,0.209,0.640,hit
9,0.251,0.720,hit
9,0.222,0.720,hit
1,0.271,0.670,hit
2,0.233,0.670,walk
2,0.224,0.670,hit
3,0.271,0.670,hit
4,0.233,0.670,hit
4,0.224,0.670,hit
8,0.262,0.650,strikeout
8,0.268,0.650,hit
8,0.271,0.650,strikeout
1,0.330,0.610,hit
1,0.254,0.610,strikeout
1,0.231,0.610,hit
1,0.264,0.610,hit
1,0.251,0.680,hit
1,0.225,0.680,walk
1,0.185,0.680,hit
1,0.238,0.680,hit
2,0.265,0.610,hit
2,0.252,0.610,hit
2,0.330,0.610,hit
2,0.251,0.680,hit
3,0.254,0.610,hit
3,0.231,0.610,strikeout
3,0.264,0.610,hit
3,0.225,0.680,hit
3,0.185,0.680,strikeout
3,0.238,0.610,hit
4,0.265,0.610,hit
5,0.252,0.610,strikeout
5,0.330,0.610,walk
6,0.231,0.680,strikeout
6,0.264,0.680,hit
6,0.265,0.680,strikeout
7,0.252,0.680,hit
8,0.330,0.570,hit
8,0.254,0.570,strikeout
9,0.185,0.720,hit
9,0.238,0.720,strikeout
10,0.251,0.640,hit
10,0.222,0.640,hit
1,0.276,0.670,hit
1,0.327,0.670,hit
1,0.270,0.670,strikeout
1,0.245,0.670,strikeout
2,0.262,0.670,hit
2,0.258,0.670,hit
3,0.276,0.670,walk
3,0.327,0.670,hit
3,0.270,0.670,strikeout
4,0.245,0.670,strikeout
4,0.262,0.670,hit
4,0.258,0.670,walk
5,0.276,0.670,hit
9,0.270,0.570,hit
9,0.245,0.570,hit
9,0.262,0.570,hit
9,0.258,0.570,hit
6,0.209,0.700,hit
6,0.251,0.700,strikeout
6,0.222,0.700,strikeout
7,0.225,0.700,strikeout
7,0.238,0.700,walk
8,0.221,0.690,hit
8,0.209,0.690,hit
1,0.209,0.630,hit
1,0.251,0.630,hit
2,0.222,0.630,hit
2,0.225,0.630,hit
3,0.238,0.630,strikeout
3,0.209,0.630,walk
4,0.251,0.630,hit
4,0.222,0.630,strikeout
4,0.225,0.630,hit
5,0.238,0.630,hit
5,0.209,0.630,hit
5,0.251,0.630,strikeout
7,0.254,0.680,walk
8,0.233,0.680,hit
8,0.257,0.680,hit
8,0.222,0.580,hit
9,0.225,0.580,strikeout
1,0.337,0.640,hit
1,0.244,0.640,hit
1,0.281,0.640,strikeout
1,0.283,0.640,hit
2,0.225,0.640,hit
2,0.255,0.640,walk
2,0.293,0.640,walk
2,0.238,0.640,hit
3,0.337,0.640,strikeout
3,0.244,0.640,hit
3,0.281,0.640,hit
4,0.283,0.640,hit
4,0.225,0.640,strikeout
4,0.255,0.640,hit
5,0.293,0.640,hit
5,0.238,0.640,hit
5,0.337,0.640,hit
5,0.244,0.640,hit
6,0.281,0.640,hit
6,0.283,0.640,hit
6,0.225,0.640,strikeout
7,0.255,0.640,hit
7,0.293,0.640,walk
7,0.238,0.640,hit
7,0.250,0.660,strikeout
8,0.276,0.680,hit
8,0.253,0.680,hit
9,0.263,0.680,strikeout
1,0.256,0.650,strikeout
1,0.244,0.650,hit
1,0.256,0.650,hit
1,0.253,0.650,hit
1,0.263,0.650,hit
2,0.236,0.650,hit
2,0.250,0.650,hit
3,0.256,0.650,strikeout
3,0.244,0.650,hit
3,0.251,0.650,strikeout
3,0.253,0.650,hit
4,0.256,0.650,hit
4,0.236,0.650,strikeout
4,0.263,0.650,strikeout
5,0.250,0.650,strikeout
5,0.251,0.650,hit
6,0.256,0.650,hit
6,0.244,0.650,hit
6,0.256,0.650,hit
6,0.253,0.650,hit
6,0.263,0.650,strikeout
6,0.250,0.650,hit
7,0.236,0.650,hit
7,0.251,0.650,strikeout
7,0.253,0.650,hit
7,0.263,0.650,hit
9,0.253,0.630,hit
1,0.250,0.620,strikeout
1,0.263,0.620,hit
2,0.271,0.620,strikeout
2,0.224,0.620,strikeout
2,0.251,0.620,strikeout
3,0.250,0.620,strikeout
3,0.263,0.620,hit
4,0.271,0.620,hit
4,0.224,0.620,strikeout
4,0.251,0.620,hit
5,0.250,0.620,hit
5,0.263,0.620,strikeout
6,0.271,0.620,hit
7,0.224,0.650,strikeout
7,0.251,0.650,strikeout
7,0.217,0.520,strikeout
7,0.211,0.520,strikeout
7,0.224,0.520,hit
8,0.250,0.610,strikeout
8,0.263,0.610,hit
8,0.222,0.520,walk
8,0.274,0.520,walk
8,0.254,0.520,hit
8,0.270,0.520,hit
8,0.217,0.520,hit
8,0.211,0.520,strikeout
9,0.271,0.610,hit
1,0.294,0.610,hit
1,0.274,0.640,hit
1,0.217,0.640,strikeout
1,0.254,0.640,hit
1,0.287,0.640,hit
2,0.204,0.610,hit
2,0.257,0.610,hit
2,0.195,0.610,strikeout
2,0.191,0.610,hit
2,0.270,0.640,hit
2,0.211,0.640,walk
2,0.224,0.640,hit
3,0.294,0.610,strikeout
3,0.125,0.640,strikeout
3,0.274,0.640,hit
3,0.217,0.640,strikeout
4,0.204,0.610,hit
4,0.257,0.610,hit
4,0.195,0.610,strikeout
4,0.254,0.640,hit
4,0.287,0.640,hit
4,0.270,0.640,hit
5,0.191,0.610,hit
5,0.294,0.610,strikeout
5,0.211,0.640,hit
5,0.224,0.640,walk
5,0.125,0.640,hit
5,0.274,0.640,hit
6,0.204,0.610,walk
6,0.257,0.610,hit
6,0.195,0.650,hit
6,0.191,0.650,strikeout
6,0.217,0.640,strikeout
6,0.254,0.640,strikeout
6,0.287,0.640,strikeout
7,0.294,0.650,strikeout
7,0.204,0.650,strikeout
7,0.270,0.640,hit
8,0.257,0.630,strikeout
8,0.195,0.630,strikeout
8,0.191,0.630,hit
8,0.274,0.680,walk
8,0.217,0.680,walk
8,0.254,0.680,hit
8,0.287,0.680,walk
9,0.224,0.660,hit
9,0.125,0.660,hit
9,0.274,0.660,walk
10,0.204,0.610,strikeout
10,0.287,0.650,hit
10,0.270,0.650,hit
6,0.263,0.650,hit
6,0.271,0.650,hit
7,0.224,0.610,strikeout
8,0.251,0.610,hit
8,0.250,0.610,strikeout
8,0.263,0.610,strikeout
1,0.250,0.610,hit
1,0.263,0.610,hit
1,0.274,0.660,hit
1,0.254,0.660,strikeout
1,0.270,0.660,hit
2,0.271,0.610,strikeout
2,0.217,0.660,strikeout
2,0.233,0.660,strikeout
2,0.287,0.660,hit
3,0.224,0.610,strikeout
3,0.276,0.610,hit
3,0.224,0.660,hit
3,0.125,0.660,hit
3,0.274,0.660,strikeout
3,0.254,0.660,hit
4,0.250,0.610,strikeout
4,0.263,0.610,hit
4,0.270,0.660,hit
4,0.217,0.660,hit
4,0.233,0.660,hit
4,0.287,0.660,hit
5,0.271,0.610,hit
5,0.224,0.610,hit
5,0.276,0.610,hit
5,0.250,0.610,hit
5,0.224,0.660,hit
5,0.125,0.660,hit
6,0.263,0.610,hit
6,0.274,0.660,hit
6,0.254,0.660,hit
6,0.270,0.660,strikeout
6,0.217,0.660,hit
6,0.233,0.660,hit
6,0.287,0.660,hit
6,0.224,0.660,hit
7,0.271,0.610,hit
8,0.224,0.610,hit
8,0.276,0.610,hit
8,0.250,0.610,hit
1,0.233,0.670,hit
1,0.257,0.670,hit
1,0.270,0.670,hit
1,0.275,0.670,strikeout
2,0.264,0.670,walk
2,0.217,0.670,hit
3,0.233,0.670,walk
3,0.257,0.670,hit
3,0.270,0.670,strikeout
3,0.275,0.670,hit
4,0.264,0.670,hit
4,0.217,0.670,strikeout
5,0.233,0.670,hit
5,0.257,0.670,hit
5,0.270,0.670,strikeout
5,0.275,0.670,hit
5,0.251,0.630,hit
6,0.225,0.630,hit
6,0.222,0.630,hit
6,0.238,0.630,strikeout
6,0.221,0.630,strikeout
8,0.225,0.630,walk
8,0.222,0.630,strikeout
8,0.238,0.630,hit
9,0.254,0.650,strikeout
9,0.217,0.650,hit
9,0.233,0.650,strikeout
1,0.288,0.580,hit
1,0.222,0.580,hit
2,0.258,0.580,hit
3,0.202,0.580,hit
3,0.288,0.580,strikeout
3,0.222,0.580,strikeout
4,0.258,0.640,strikeout
5,0.202,0.640,hit
5,0.288,0.640,hit
6,0.222,0.570,hit
6,0.209,0.570,hit
6,0.221,0.570,strikeout
7,0.258,0.680,hit
7,0.202,0.680,hit
7,0.213,0.670,strikeout
7,0.251,0.670,hit
8,0.288,0.650,strikeout
8,0.222,0.650,hit
8,0.209,0.650,hit
1,0.307,0.660,hit
1,0.266,0.660,hit
1,0.331,0.660,hit
1,0.261,0.660,hit
2,0.212,0.660,hit
2,0.276,0.660,hit
2,0.237,0.660,hit
2,0.307,0.660,hit
3,0.266,0.660,hit
3,0.331,0.660,hit
3,0.261,0.660,hit
4,0.212,0.660,strikeout
4,0.276,0.660,hit
5,0.237,0.660,hit
5,0.307,0.660,hit
5,0.266,0.660,hit
6,0.331,0.660,strikeout
6,0.261,0.660,strikeout
6,0.212,0.660,walk
6,0.276,0.660,walk
6,0.248,0.750,hit
6,0.254,0.750,hit
6,0.217,0.750,strikeout
6,0.287,0.750,hit
7,0.270,0.660,hit
7,0.222,0.660,hit
7,0.274,0.660,hit
7,0.248,0.660,hit
7,0.254,0.660,strikeout
9,0.237,0.630,strikeout
9,0.307,0.630,hit
