Inning,Batter_Avg,strike_percentage,At_Bat_Outcome
4,0.245,0.640,hit
4,0.258,0.640,hit
5,0.223,0.650,hit
5,0.266,0.640,strikeout
5,0.276,0.640,hit
5,0.170,0.640,hit
5,0.276,0.640,hit
5,0.327,0.640,hit
6,0.262,0.640,hit
6,0.245,0.640,hit
6,0.258,0.640,hit
6,0.266,0.640,strikeout
7,0.223,0.610,hit
7,0.276,0.640,strikeout
7,0.170,0.640,hit
8,0.273,0.610,hit
8,0.311,0.610,strikeout
8,0.276,0.640,hit
8,0.327,0.640,hit
8,0.262,0.640,strikeout
9,0.263,0.700,strikeout
9,0.262,0.700,hit
9,0.284,0.700,hit
9,0.245,0.650,strikeout
9,0.258,0.650,hit
9,0.266,0.650,strikeout
6,0.170,0.650,hit
6,0.185,0.650,hit
7,0.221,0.700,hit
8,0.209,0.700,hit
8,0.251,0.700,hit
8,0.222,0.700,walk
9,0.170,0.610,hit
9,0.221,0.610,walk
8,0.171,0.630,strikeout
9,0.313,0.660,hit
9,0.254,0.660,hit
9,0.250,0.660,hit
1,0.213,0.620,hit
1,0.251,0.620,strikeout
1,0.205,0.620,walk
1,0.170,0.620,hit
2,0.221,0.620,hit
2,0.238,0.620,hit
3,0.213,0.620,strikeout
3,0.251,0.620,hit
3,0.205,0.620,strikeout
4,0.170,0.620,hit
4,0.221,0.620,hit
4,0.238,0.620,hit
4,0.213,0.620,strikeout
4,0.251,0.620,hit
6,0.256,0.640,hit
6,0.185,0.640,hit
6,0.170,0.640,hit
7,0.276,0.640,hit
7,0.262,0.680,hit
7,0.245,0.680,walk
7,0.266,0.680,strikeout
7,0.266,0.680,hit
8,0.170,0.700,strikeout
8,0.221,0.700,hit
8,0.256,0.680,hit
8,0.185,0.680,strikeout
8,0.170,0.680,strikeout
9,0.238,0.700,strikeout
9,0.213,0.700,hit
9,0.251,0.700,hit
9,0.276,0.630,hit
1,0.330,0.640,hit
1,0.254,0.640,hit
2,0.264,0.630,strikeout
2,0.225,0.630,hit
2,0.222,0.630,strikeout
3,0.330,0.630,hit
3,0.254,0.630,hit
3,0.264,0.630,hit
3,0.225,0.630,hit
4,0.222,0.630,hit
4,0.330,0.630,hit
5,0.254,0.630,hit
6,0.264,0.630,hit
6,0.225,0.630,hit
7,0.222,0.630,hit
7,0.330,0.630,hit
7,0.240,0.690,strikeout
7,0.228,0.690,hit
7,0.235,0.690,walk
7,0.258,0.690,hit
8,0.264,0.690,hit
8,0.306,0.690,hit
8,0.250,0.690,hit
8,0.258,0.690,hit
8,0.240,0.690,hit
8,0.228,0.680,hit
9,0.235,0.680,strikeout
9,0.258,0.680,hit
9,0.264,0.680,strikeout
9,0.306,0.680,hit
1,0.207,0.640,strikeout
1,0.230,0.640,hit
2,0.255,0.640,hit
2,0.211,0.640,strikeout
2,0.299,0.640,hit
2,0.218,0.640,strikeout
3,0.176,0.640,strikeout
3,0.207,0.640,hit
4,0.230,0.640,hit
4,0.255,0.640,walk
4,0.211,0.640,hit
4,0.299,0.640,hit
4,0.218,0.640,hit
4,0.176,0.640,hit
4,0.207,0.640,hit
4,0.230,0.640,hit
4,0.270,0.680,walk
4,0.245,0.680,strikeout
4,0.262,0.680,hit
5,0.255,0.640,hit
5,0.211,0.640,hit
5,0.258,0.610,hit
5,0.266,0.610,strikeout
5,0.185,0.610,walk
5,0.276,0.610,hit
6,0.299,0.640,hit
6,0.218,0.640,hit
6,0.176,0.640,hit
6,0.327,0.660,hit
6,0.270,0.660,strikeout
6,0.245,0.660,strikeout
7,0.207,0.610,walk
7,0.230,0.610,hit
7,0.270,0.610,hit
7,0.262,0.660,hit
7,0.258,0.660,hit
8,0.255,0.630,strikeout
8,0.354,0.630,hit
8,0.260,0.630,hit
8,0.218,0.630,walk
8,0.176,0.700,hit
1,0.275,0.650,hit
1,0.270,0.650,hit
1,0.276,0.570,hit
1,0.327,0.570,hit
1,0.245,0.570,hit
2,0.266,0.650,hit
2,0.260,0.650,hit
2,0.270,0.570,hit
2,0.258,0.570,hit
2,0.262,0.570,strikeout
2,0.276,0.570,hit
3,0.299,0.650,hit
3,0.275,0.650,hit
3,0.270,0.650,hit
3,0.276,0.570,hit
3,0.327,0.570,hit
3,0.245,0.570,hit
4,0.266,0.650,hit
4,0.260,0.650,hit
4,0.270,0.570,strikeout
4,0.258,0.570,hit
4,0.262,0.570,hit
4,0.276,0.570,hit
5,0.299,0.650,hit
5,0.276,0.570,strikeout
5,0.327,0.570,hit
6,0.275,0.650,strikeout
6,0.270,0.650,hit
6,0.266,0.650,hit
6,0.260,0.650,walk
6,0.245,0.570,hit
6,0.270,0.570,walk
8,0.275,0.630,hit
8,0.270,0.630,hit
8,0.245,0.650,strikeout
8,0.270,0.650,hit
8,0.258,0.650,strikeout
9,0.262,0.610,hit
9,0.185,0.610,walk
9,0.276,0.610,hit
9,0.327,0.610,hit
1,0.197,0.640,hit
1,0.272,0.640,hit
1,0.252,0.640,hit
1,0.276,0.620,hit
1,0.327,0.620,hit
1,0.245,0.620,hit
2,0.274,0.640,hit
2,0.261,0.640,strikeout
2,0.270,0.620,strikeout
2,0.262,0.620,hit
3,0.197,0.640,strikeout
3,0.272,0.640,hit
3,0.258,0.620,strikeout
3,0.185,0.620,hit
3,0.266,0.620,hit
4,0.252,0.640,hit
4,0.274,0.640,hit
4,0.261,0.640,strikeout
4,0.276,0.620,hit
4,0.327,0.620,strikeout
4,0.245,0.620,hit
5,0.197,0.640,hit
5,0.272,0.640,hit
5,0.270,0.620,hit
5,0.262,0.620,hit
5,0.258,0.620,hit
5,0.185,0.620,hit
6,0.252,0.640,hit
6,0.274,0.640,hit
6,0.261,0.640,hit
6,0.266,0.620,hit
6,0.276,0.620,hit
6,0.327,0.620,hit
6,0.245,0.620,hit
7,0.270,0.620,hit
7,0.262,0.620,hit
8,0.272,0.630,hit
8,0.252,0.630,hit
8,0.262,0.650,hit
9,0.274,0.700,hit
9,0.261,0.700,hit
1,0.307,0.670,hit
1,0.266,0.670,hit
1,0.331,0.670,hit
1,0.261,0.670,hit
1,0.260,0.630,hit
1,0.275,0.630,hit
1,0.258,0.630,strikeout
2,0.212,0.670,strikeout
2,0.276,0.670,hit
2,0.177,0.670,hit
2,0.270,0.630,hit
2,0.229,0.630,hit
2,0.295,0.630,hit
3,0.237,0.670,hit
3,0.307,0.670,strikeout
3,0.307,0.670,hit
3,0.231,0.630,hit
3,0.260,0.630,hit
3,0.275,0.630,hit
3,0.258,0.630,hit
3,0.270,0.630,strikeout
4,0.266,0.670,strikeout
4,0.331,0.670,hit
4,0.261,0.670,hit
4,0.229,0.630,hit
4,0.295,0.630,hit
5,0.212,0.670,strikeout
5,0.276,0.670,hit
5,0.177,0.670,hit
5,0.237,0.670,hit
5,0.307,0.670,strikeout
5,0.231,0.630,strikeout
5,0.260,0.630,walk
5,0.275,0.630,walk
5,0.258,0.630,strikeout
6,0.307,0.670,hit
6,0.266,0.670,hit
6,0.331,0.670,hit
6,0.261,0.670,hit
6,0.212,0.670,hit
6,0.276,0.650,hit
6,0.177,0.650,strikeout
6,0.270,0.650,strikeout
6,0.229,0.650,hit
7,0.237,0.610,strikeout
7,0.307,0.610,hit
7,0.307,0.610,hit
7,0.266,0.610,hit
7,0.331,0.660,hit
7,0.261,0.660,hit
7,0.212,0.660,walk
7,0.295,0.750,hit
7,0.231,0.750,hit
7,0.260,0.750,strikeout
7,0.275,0.750,hit
6,0.276,0.610,strikeout
6,0.177,0.610,strikeout
6,0.198,0.660,hit
7,0.237,0.610,hit
7,0.307,0.610,hit
7,0.307,0.610,walk
7,0.266,0.610,hit
7,0.295,0.750,hit
7,0.275,0.750,hit
7,0.258,0.750,hit
7,0.270,0.750,hit
8,0.331,0.650,hit
8,0.261,0.650,hit
8,0.276,0.650,strikeout
8,0.177,0.650,strikeout
8,0.229,0.750,strikeout
9,0.237,0.640,hit
9,0.307,0.640,strikeout
9,0.295,0.650,hit
9,0.275,0.650,hit
10,0.307,0.610,hit
10,0.266,0.610,strikeout
10,0.331,0.610,hit
1,0.264,0.650,hit
1,0.254,0.650,hit
1,0.313,0.650,hit
1,0.250,0.650,strikeout
1,0.225,0.650,hit
2,0.222,0.650,hit
2,0.264,0.650,strikeout
3,0.254,0.650,hit
3,0.313,0.650,strikeout
4,0.250,0.650,strikeout
4,0.225,0.650,hit
5,0.222,0.650,hit
5,0.264,0.650,strikeout
5,0.254,0.650,hit
5,0.313,0.650,hit
6,0.263,0.620,strikeout
6,0.262,0.620,strikeout
6,0.248,0.620,hit
6,0.250,0.650,hit
6,0.225,0.650,hit
7,0.268,0.640,strikeout
7,0.264,0.640,hit
7,0.285,0.640,hit
7,0.271,0.640,walk
7,0.203,0.640,strikeout
7,0.254,0.580,hit
7,0.313,0.580,hit
8,0.263,0.640,strikeout
8,0.262,0.640,strikeout
8,0.248,0.640,strikeout
8,0.250,0.580,hit
8,0.225,0.580,strikeout
9,0.267,0.680,hit
9,0.268,0.680,strikeout
9,0.264,0.680,hit
9,0.285,0.680,strikeout
1,0.330,0.650,hit
1,0.264,0.650,strikeout
2,0.313,0.650,hit
2,0.254,0.650,hit
3,0.222,0.650,hit
3,0.330,0.650,hit
3,0.264,0.650,hit
4,0.313,0.650,hit
4,0.254,0.650,hit
5,0.222,0.650,hit
7,0.222,0.610,walk
7,0.330,0.690,hit
8,0.273,0.680,strikeout
8,0.188,0.680,hit
8,0.264,0.690,hit
8,0.313,0.690,hit
9,0.267,0.640,hit
9,0.191,0.640,strikeout
1,0.330,0.620,hit
1,0.264,0.620,hit
1,0.254,0.620,hit
1,0.313,0.620,hit
2,0.250,0.620,walk
2,0.225,0.620,hit
3,0.222,0.620,hit
3,0.330,0.620,hit
3,0.264,0.620,hit
3,0.254,0.620,strikeout
3,0.313,0.620,hit
3,0.250,0.620,hit
3,0.225,0.620,strikeout
4,0.222,0.620,strikeout
4,0.330,0.620,hit
5,0.264,0.620,hit
5,0.254,0.620,hit
5,0.313,0.620,strikeout
5,0.250,0.620,hit
6,0.207,0.640,hit
6,0.225,0.620,hit
8,0.247,0.610,hit
8,0.304,0.610,hit
8,0.253,0.610,hit
8,0.207,0.610,hit
8,0.214,0.610,hit
9,0.247,0.690,hit
1,0.330,0.620,hit
1,0.264,0.620,hit
1,0.254,0.620,hit
1,0.313,0.620,hit
2,0.250,0.620,hit
2,0.225,0.620,hit
3,0.222,0.620,hit
3,0.330,0.620,hit
3,0.264,0.620,hit
3,0.254,0.620,hit
3,0.313,0.620,hit
3,0.250,0.620,strikeout
4,0.225,0.620,strikeout
4,0.222,0.620,strikeout
5,0.330,0.620,hit
5,0.264,0.620,hit
5,0.254,0.620,hit
6,0.313,0.620,hit
6,0.250,0.620,hit
7,0.125,0.610,hit
7,0.225,0.640,hit
7,0.222,0.640,strikeout
7,0.330,0.640,hit
7,0.264,0.640,walk
7,0.254,0.640,strikeout
9,0.264,0.800,strikeout
9,0.253,0.800,hit
9,0.125,0.800,hit
1,0.235,0.680,strikeout
1,0.276,0.680,hit
1,0.255,0.680,strikeout
1,0.247,0.680,hit
2,0.229,0.680,strikeout
3,0.240,0.680,hit
3,0.277,0.680,hit
3,0.235,0.680,hit
3,0.276,0.680,hit
3,0.255,0.680,hit
4,0.247,0.680,strikeout
4,0.229,0.680,hit
5,0.240,0.680,walk
5,0.277,0.680,hit
5,0.235,0.680,hit
5,0.276,0.690,hit
5,0.255,0.690,hit
5,0.231,0.630,hit
5,0.264,0.630,hit
5,0.254,0.630,walk
5,0.313,0.630,hit
6,0.247,0.690,hit
6,0.229,0.690,walk
6,0.246,0.640,strikeout
6,0.250,0.550,hit
6,0.225,0.550,strikeout
7,0.220,0.640,strikeout
7,0.277,0.640,hit
7,0.235,0.640,strikeout
7,0.276,0.640,hit
7,0.222,0.550,hit
7,0.231,0.550,hit
7,0.264,0.550,strikeout
7,0.254,0.550,strikeout
8,0.255,0.610,walk
8,0.247,0.610,hit
8,0.229,0.610,hit
8,0.313,0.550,hit
8,0.250,0.550,hit
9,0.289,0.680,hit
9,0.220,0.680,strikeout
9,0.277,0.680,hit
1,0.231,0.640,walk
1,0.313,0.640,hit
2,0.254,0.640,walk
2,0.250,0.640,hit
3,0.231,0.640,hit
3,0.313,0.640,hit
3,0.254,0.640,hit
4,0.254,0.640,hit
5,0.250,0.640,hit
5,0.231,0.640,hit
6,0.313,0.640,hit
6,0.254,0.640,hit
7,0.250,0.550,strikeout
7,0.231,0.550,hit
8,0.229,0.640,strikeout
8,0.235,0.640,hit
8,0.276,0.640,hit
8,0.255,0.640,strikeout
8,0.313,0.550,strikeout
9,0.247,0.620,hit
9,0.246,0.620,strikeout
9,0.220,0.620,hit
9,0.254,0.630,strikeout
10,0.277,0.620,hit
10,0.229,0.620,hit
10,0.235,0.620,hit
10,0.330,0.630,hit
1,0.330,0.630,hit
1,0.254,0.630,strikeout
2,0.249,0.630,strikeout
3,0.222,0.630,hit
3,0.330,0.630,hit
3,0.254,0.630,hit
4,0.249,0.630,strikeout
4,0.222,0.630,hit
5,0.330,0.630,walk
6,0.249,0.710,hit
6,0.222,0.710,strikeout
7,0.330,0.710,hit
7,0.254,0.710,hit
9,0.233,0.640,strikeout
9,0.277,0.640,strikeout
1,0.254,0.640,strikeout
1,0.330,0.640,strikeout
2,0.231,0.640,hit
3,0.225,0.640,hit
3,0.222,0.640,hit
4,0.254,0.640,hit
4,0.330,0.640,strikeout
4,0.231,0.640,hit
5,0.225,0.640,hit
6,0.233,0.690,hit
6,0.277,0.690,strikeout
6,0.222,0.640,hit
6,0.254,0.640,hit
6,0.330,0.640,hit
6,0.231,0.710,strikeout
7,0.270,0.690,hit
7,0.257,0.690,hit
7,0.275,0.690,hit
7,0.264,0.690,hit
8,0.330,0.630,hit
8,0.231,0.630,strikeout
1,0.254,0.660,walk
1,0.231,0.660,hit
1,0.250,0.660,hit
1,0.222,0.660,strikeout
2,0.225,0.660,hit
2,0.249,0.660,hit
3,0.254,0.660,strikeout
3,0.231,0.660,hit
4,0.250,0.660,hit
4,0.222,0.660,hit
5,0.225,0.660,hit
5,0.249,0.660,strikeout
6,0.254,0.660,hit
6,0.231,0.660,hit
7,0.228,0.610,hit
7,0.248,0.610,hit
7,0.250,0.660,strikeout
7,0.222,0.660,strikeout
8,0.261,0.640,strikeout
8,0.264,0.640,hit
8,0.250,0.640,hit
8,0.225,0.660,hit
8,0.249,0.660,hit
9,0.306,0.690,hit
9,0.258,0.690,walk
9,0.240,0.690,strikeout
9,0.228,0.690,hit
9,0.248,0.690,hit
9,0.254,0.660,hit
9,0.231,0.660,strikeout
9,0.250,0.660,hit
7,0.268,0.640,hit
7,0.256,0.640,hit
7,0.282,0.640,hit
7,0.330,0.640,hit
8,0.380,0.640,strikeout
8,0.251,0.640,hit
8,0.297,0.640,strikeout
8,0.231,0.640,hit
8,0.254,0.640,strikeout
8,0.252,0.640,strikeout
9,0.200,0.680,strikeout
9,0.268,0.680,hit
9,0.256,0.680,hit
9,0.282,0.680,strikeout
1,0.313,0.630,hit
1,0.254,0.630,hit
1,0.231,0.630,hit
1,0.250,0.630,strikeout
2,0.249,0.630,strikeout
3,0.254,0.630,hit
3,0.231,0.630,hit
3,0.250,0.630,hit
5,0.231,0.710,hit
5,0.250,0.710,hit
6,0.249,0.710,hit
7,0.233,0.610,hit
7,0.257,0.610,strikeout
7,0.270,0.610,hit
8,0.275,0.680,hit
8,0.277,0.680,hit
8,0.264,0.680,strikeout
8,0.217,0.680,strikeout
9,0.233,0.640,hit
9,0.257,0.640,hit
1,0.330,0.640,hit
1,0.313,0.640,hit
1,0.254,0.640,strikeout
2,0.250,0.640,hit
3,0.249,0.640,hit
3,0.330,0.640,walk
3,0.313,0.640,hit
3,0.254,0.640,hit
4,0.217,0.690,hit
4,0.250,0.640,walk
4,0.249,0.640,hit
5,0.233,0.690,hit
5,0.257,0.690,hit
5,0.270,0.690,hit
5,0.275,0.690,hit
5,0.277,0.690,strikeout
5,0.330,0.640,strikeout
5,0.313,0.640,hit
6,0.254,0.640,hit
6,0.250,0.640,hit
6,0.225,0.630,hit
6,0.330,0.630,hit
7,0.257,0.610,strikeout
7,0.270,0.610,hit
8,0.275,0.640,hit
8,0.277,0.640,strikeout
8,0.264,0.640,hit
8,0.217,0.640,hit
9,0.233,0.610,hit
9,0.257,0.610,hit
1,0.330,0.660,hit
1,0.313,0.660,hit
2,0.250,0.660,hit
2,0.254,0.660,walk
3,0.330,0.660,hit
3,0.313,0.660,hit
3,0.250,0.660,hit
4,0.254,0.660,hit
5,0.330,0.660,strikeout
5,0.313,0.660,hit
6,0.250,0.660,strikeout
6,0.254,0.660,hit
7,0.271,0.640,hit
7,0.285,0.640,hit
7,0.264,0.640,hit
7,0.330,0.560,hit
7,0.313,0.560,hit
8,0.223,0.610,hit
8,0.204,0.610,strikeout
9,0.248,0.640,hit
9,0.271,0.640,strikeout
9,0.271,0.640,hit
1,0.330,0.630,hit
1,0.254,0.630,strikeout
2,0.285,0.630,hit
2,0.264,0.630,hit
2,0.203,0.630,hit
2,0.248,0.630,hit
2,0.249,0.630,walk
2,0.330,0.630,hit
2,0.254,0.630,walk
3,0.204,0.630,walk
3,0.295,0.630,hit
3,0.223,0.630,hit
3,0.271,0.630,hit
3,0.285,0.630,walk
3,0.264,0.630,hit
3,0.203,0.630,strikeout
3,0.249,0.630,strikeout
4,0.248,0.630,hit
4,0.204,0.630,hit
4,0.295,0.630,hit
4,0.330,0.630,hit
4,0.254,0.630,hit
6,0.330,0.560,hit
8,0.203,0.640,hit
8,0.248,0.640,hit
9,0.204,0.640,strikeout
9,0.295,0.640,strikeout
9,0.223,0.640,strikeout
1,0.311,0.650,strikeout
1,0.262,0.650,strikeout
1,0.293,0.650,hit
1,0.284,0.650,hit
2,0.273,0.650,hit
3,0.311,0.650,hit
3,0.262,0.650,hit
3,0.293,0.650,walk
3,0.284,0.650,hit
4,0.273,0.650,hit
5,0.311,0.650,hit
5,0.262,0.650,hit
6,0.293,0.650,walk
6,0.284,0.650,hit
7,0.262,0.620,hit
7,0.276,0.620,hit
7,0.266,0.620,hit
8,0.311,0.690,hit
8,0.262,0.690,hit
8,0.293,0.690,hit
8,0.284,0.690,hit
8,0.276,0.620,walk
8,0.327,0.620,hit
8,0.245,0.620,strikeout
9,0.256,0.670,hit
9,0.262,0.670,hit
9,0.276,0.670,hit
1,0.262,0.650,walk
1,0.271,0.650,hit
1,0.271,0.650,strikeout
1,0.285,0.650,strikeout
1,0.276,0.650,hit
1,0.327,0.650,hit
2,0.264,0.650,hit
2,0.203,0.650,hit
2,0.245,0.650,hit
2,0.258,0.650,hit
2,0.262,0.650,hit
3,0.223,0.650,hit
3,0.262,0.650,walk
3,0.271,0.650,hit
3,0.271,0.650,hit
3,0.264,0.650,hit
4,0.285,0.650,hit
4,0.264,0.650,strikeout
4,0.203,0.650,hit
4,0.276,0.650,hit
4,0.327,0.650,hit
4,0.245,0.650,hit
5,0.223,0.650,hit
5,0.262,0.650,strikeout
5,0.258,0.650,strikeout
5,0.262,0.650,hit
6,0.271,0.650,strikeout
6,0.271,0.650,hit
6,0.285,0.650,hit
6,0.264,0.650,hit
6,0.203,0.650,hit
6,0.264,0.650,hit
6,0.276,0.650,hit
6,0.327,0.650,strikeout
7,0.245,0.650,strikeout
7,0.258,0.650,hit
7,0.262,0.650,hit
8,0.264,0.660,hit
9,0.262,0.650,hit
9,0.271,0.650,hit
9,0.271,0.650,walk
9,0.285,0.650,strikeout
9,0.276,0.660,hit
9,0.327,0.660,walk
9,0.245,0.660,strikeout
9,0.258,0.660,hit
1,0.264,0.640,hit
1,0.313,0.640,hit
1,0.330,0.640,hit
1,0.254,0.640,hit
1,0.276,0.680,hit
1,0.327,0.680,hit
1,0.270,0.680,hit
2,0.250,0.640,strikeout
2,0.171,0.640,hit
2,0.245,0.680,hit
2,0.258,0.680,strikeout
3,0.264,0.640,hit
3,0.313,0.640,hit
3,0.330,0.640,hit
3,0.256,0.680,hit
3,0.185,0.680,hit
3,0.276,0.680,hit
4,0.254,0.640,strikeout
4,0.250,0.640,hit
4,0.327,0.680,hit
4,0.270,0.680,hit
4,0.245,0.680,hit
4,0.258,0.680,hit
4,0.256,0.680,hit
5,0.171,0.640,hit
5,0.185,0.680,hit
5,0.276,0.680,hit
5,0.327,0.680,hit
6,0.264,0.640,hit
6,0.313,0.640,hit
6,0.330,0.640,hit
6,0.270,0.680,hit
6,0.245,0.680,strikeout
7,0.254,0.640,hit
7,0.250,0.640,hit
7,0.258,0.680,hit
7,0.256,0.680,hit
7,0.185,0.680,hit
7,0.276,0.690,walk
7,0.327,0.690,hit
8,0.171,0.690,hit
8,0.270,0.690,strikeout
8,0.245,0.690,hit
8,0.258,0.690,strikeout
1,0.330,0.640,hit
1,0.254,0.640,hit
2,0.313,0.640,walk
2,0.250,0.640,walk
2,0.171,0.640,walk
2,0.330,0.640,hit
3,0.254,0.640,hit
3,0.313,0.640,hit
4,0.250,0.640,hit
4,0.171,0.640,strikeout
4,0.330,0.640,hit
5,0.254,0.640,strikeout
5,0.313,0.640,hit
8,0.250,0.640,hit
8,0.233,0.640,hit
8,0.271,0.640,hit
8,0.263,0.640,strikeout
9,0.224,0.610,walk
1,0.254,0.660,hit
1,0.330,0.660,strikeout
2,0.249,0.660,hit
2,0.252,0.660,strikeout
2,0.254,0.660,hit
3,0.330,0.660,hit
4,0.249,0.660,hit
5,0.252,0.660,hit
5,0.254,0.660,hit
5,0.330,0.660,hit
7,0.252,0.650,strikeout
7,0.254,0.650,strikeout
8,0.263,0.640,hit
8,0.233,0.640,strikeout
8,0.330,0.650,hit
9,0.250,0.610,strikeout
9,0.276,0.610,strikeout
10,0.224,0.640,strikeout
10,0.263,0.640,hit
1,0.244,0.620,walk
1,0.191,0.620,walk
1,0.273,0.620,strikeout
1,0.330,0.660,hit
1,0.250,0.660,hit
1,0.313,0.660,hit
1,0.254,0.660,hit
2,0.188,0.620,hit
2,0.236,0.620,hit
2,0.177,0.620,strikeout
2,0.171,0.660,hit
3,0.244,0.690,strikeout
3,0.191,0.690,strikeout
3,0.273,0.690,hit
3,0.330,0.660,hit
3,0.250,0.660,hit
3,0.313,0.660,strikeout
3,0.254,0.660,hit
4,0.171,0.660,hit
5,0.330,0.660,hit
5,0.250,0.650,hit
5,0.313,0.650,hit
5,0.254,0.650,hit
6,0.191,0.610,hit
6,0.273,0.610,strikeout
6,0.188,0.610,hit
6,0.171,0.610,hit
7,0.236,0.610,strikeout
7,0.177,0.610,strikeout
7,0.330,0.610,hit
7,0.250,0.610,hit
7,0.313,0.610,hit
8,0.244,0.610,hit
8,0.191,0.640,hit
9,0.273,0.640,walk
9,0.188,0.640,strikeout
9,0.236,0.640,hit
9,0.267,0.640,hit
6,0.284,0.640,hit
6,0.330,0.570,hit
6,0.254,0.570,hit
6,0.171,0.570,hit
7,0.265,0.570,strikeout
7,0.264,0.570,hit
7,0.313,0.570,walk
7,0.330,0.570,walk
7,0.254,0.570,hit
7,0.171,0.570,hit
9,0.284,0.690,hit
9,0.240,0.690,strikeout
9,0.261,0.690,strikeout
1,0.254,0.610,hit
1,0.264,0.610,hit
1,0.265,0.610,strikeout
2,0.250,0.610,hit
3,0.171,0.610,hit
3,0.254,0.610,hit
4,0.264,0.610,hit
4,0.265,0.610,strikeout
4,0.250,0.610,hit
6,0.171,0.610,strikeout
6,0.254,0.610,strikeout
7,0.264,0.610,hit
7,0.265,0.610,hit
7,0.250,0.610,hit
8,0.268,0.720,hit
8,0.266,0.720,strikeout
8,0.261,0.720,walk
8,0.231,0.720,hit
8,0.240,0.720,hit
8,0.171,0.660,hit
9,0.284,0.610,hit
9,0.254,0.640,walk
9,0.264,0.640,hit
9,0.265,0.640,hit
10,0.268,0.640,hit
10,0.266,0.640,hit
10,0.261,0.640,hit
10,0.231,0.640,strikeout
10,0.240,0.640,hit
1,0.265,0.620,strikeout
1,0.264,0.620,strikeout
1,0.330,0.620,walk
2,0.254,0.620,hit
2,0.171,0.620,hit
2,0.250,0.620,walk
2,0.265,0.620,hit
3,0.264,0.620,strikeout
3,0.330,0.620,walk
4,0.254,0.620,hit
4,0.171,0.620,walk
4,0.250,0.620,hit
5,0.250,0.620,walk
5,0.265,0.620,hit
5,0.264,0.620,walk
5,0.330,0.620,hit
5,0.254,0.620,hit
6,0.171,0.620,hit
8,0.185,0.610,hit
8,0.303,0.620,hit
8,0.258,0.620,hit
8,0.260,0.620,strikeout
9,0.237,0.620,hit
9,0.264,0.620,hit
1,0.276,0.610,hit
1,0.327,0.610,strikeout
1,0.245,0.610,strikeout
2,0.270,0.610,walk
2,0.262,0.610,hit
2,0.185,0.610,hit
2,0.266,0.610,hit
3,0.276,0.610,hit
3,0.327,0.610,hit
4,0.245,0.610,strikeout
4,0.270,0.610,hit
5,0.262,0.610,hit
5,0.185,0.610,hit
5,0.266,0.610,hit
5,0.276,0.610,hit
6,0.275,0.700,hit
6,0.270,0.700,hit
6,0.266,0.700,hit
6,0.260,0.700,hit
6,0.327,0.610,strikeout
6,0.245,0.610,hit
7,0.000,0.700,walk
7,0.268,0.700,hit
7,0.275,0.700,strikeout
7,0.270,0.610,strikeout
7,0.262,0.610,strikeout
7,0.185,0.610,hit
7,0.266,0.610,strikeout
8,0.270,0.700,hit
8,0.266,0.700,hit
9,0.245,0.650,hit
6,0.185,0.610,hit
6,0.276,0.610,hit
6,0.327,0.610,hit
6,0.270,0.610,hit
7,0.250,0.700,hit
7,0.171,0.700,walk
7,0.265,0.700,hit
7,0.254,0.700,hit
7,0.313,0.630,strikeout
7,0.171,0.640,hit
8,0.250,0.640,hit
8,0.228,0.640,hit
8,0.258,0.640,hit
8,0.231,0.710,strikeout
8,0.265,0.710,hit
9,0.264,0.720,hit
9,0.258,0.720,hit
9,0.306,0.720,hit
1,0.264,0.660,hit
1,0.313,0.660,hit
2,0.231,0.660,hit
2,0.254,0.660,strikeout
2,0.265,0.660,hit
3,0.264,0.660,walk
3,0.313,0.660,hit
4,0.231,0.660,hit
4,0.254,0.660,strikeout
5,0.265,0.660,hit
5,0.264,0.660,strikeout
6,0.258,0.610,strikeout
6,0.313,0.660,hit
6,0.231,0.660,strikeout
7,0.254,0.660,hit
7,0.265,0.660,strikeout
8,0.248,0.610,hit
8,0.306,0.720,strikeout
8,0.264,0.720,hit
8,0.264,0.660,hit
8,0.231,0.630,hit
9,0.258,0.640,strikeout
9,0.250,0.640,hit
9,0.261,0.640,hit
9,0.276,0.610,hit
9,0.213,0.610,strikeout
9,0.254,0.660,hit
9,0.313,0.660,strikeout
9,0.264,0.660,strikeout
1,0.264,0.650,walk
1,0.330,0.650,hit
1,0.231,0.650,hit
2,0.313,0.650,walk
2,0.252,0.650,hit
3,0.199,0.640,hit
3,0.232,0.640,strikeout
3,0.264,0.650,strikeout
3,0.330,0.650,hit
4,0.266,0.640,strikeout
4,0.444,0.640,hit
4,0.275,0.640,hit
4,0.253,0.640,hit
4,0.231,0.650,hit
4,0.313,0.650,hit
5,0.240,0.620,hit
5,0.250,0.620,hit
5,0.199,0.620,walk
5,0.232,0.620,hit
5,0.252,0.650,strikeout
6,0.266,0.620,strikeout
6,0.444,0.620,hit
6,0.275,0.620,strikeout
6,0.264,0.650,hit
6,0.330,0.650,hit
6,0.231,0.650,strikeout
7,0.313,0.650,hit
9,0.266,0.640,hit
9,0.444,0.640,hit
9,0.275,0.640,hit
9,0.290,0.610,strikeout
1,0.265,0.660,hit
1,0.330,0.660,hit
2,0.264,0.660,hit
3,0.171,0.660,hit
3,0.265,0.660,strikeout
4,0.330,0.660,strikeout
5,0.264,0.660,hit
6,0.171,0.660,hit
6,0.265,0.660,hit
6,0.330,0.660,strikeout
7,0.176,0.640,strikeout
